,old_1,old_2,old_3,old_4,old_5,new_1,new_2,new_3,new_4,new_5
222,-1.048,0.262951305,0.49020213,0.702600847,0.489222586,,,,,
223,-0.182,-0.084005393,0.289162847,0.464418809,0.248770024,,,,,
224,-2.077,0.57386227,0.080138613,-0.40929526,0.437813737,,,,,
225,-2.125,0.693784141,0.718532229,0.635953391,0.693987341,,,,,
226,-2.147,0.486123986,0.37572015,0.397152278,0.641116735,,,,,
227,-2.337,0.64666119,0.718653942,0.465788455,0.62267568,,,,,
228,-0.125,0.675023849,0.730646307,0.234506557,0.651129998,,,,,
229,-1.122,0.613701186,0.463358387,0.44169701,0.667650587,,,,,
230,-2.111,0.585485516,0.400284627,0.370879805,0.718269257,,,,,
231,-2.346,0.628670448,0.698036208,0.708249651,0.736695424,,,,,
232,-2.018,-0.085340634,0.686974037,0.418758132,0.419991654,,,,,
233,-3.124,0.321117162,0.634334805,-0.00849357,0.565525991,,,,,
234,-1.16,0.430023345,0.27507855,0.028330814,0.726664975,,,,,
235,-1.034,0.669154781,0.18327663,0.361140543,0.716357082,,,,,
236,-3.022,0.574625841,0.478049196,-0.132142919,0.475826685,,,,,
237,-4.096,0.185699936,0.004345241,-0.08968427,0.717921242,,,,,
238,-3.043,0.630322943,-0.054905306,0.254268579,0.497065885,,,,,
239,-3.151,0.683543002,0.642186454,0.343000665,0.711719084,,,,,
240,-0.966,0.47460844,0.60441964,0.708297817,0.711682171,,,,,
241,-1.11,-0.253861655,0.449990784,-0.019280942,0.476335436,,,,,
242,-0.534,0.210647553,0.34572552,0.230517139,0.727666299,,,,,
243,-3.036,0.382908111,0.641749065,0.524336115,0.702207203,,,,,
244,-4.103,-0.090441243,0.359166412,0.32257874,0.336159426,,,,,
245,-2.988,0.469370075,0.492633933,0.423599863,0.324616593,,,,,
246,-2.183,0.588483178,0.700952641,0.7129136,0.684559524,,,,,
247,-1.223,0.65757379,0.174341392,-0.012515105,0.719160544,,,,,
248,-0.287,0.254509401,0.71205485,0.688020495,0.426909035,,,,,
249,-0.368,0.41864082,0.680030403,0.294833017,0.656118903,,,,,
250,-0.989,0.481575388,0.077393465,0.261865534,0.665432172,,,,,
251,-2.019,-0.11215048,0.712532533,0.674614823,0.554696457,,,,,
252,-0.166,0.548613116,0.291177214,0.281580541,0.51851819,,,,,
253,-0.247,0.150682055,0.606235444,-0.004275295,0.376208723,,,,,
254,-2.043,0.162753545,0.547328034,0.6314156,0.656973097,,,,,
255,-2.052,0.618697492,0.722740692,0.455547779,0.111217931,,,,,
256,-2.082,0.266207221,0.738370403,0.370601698,0.55881166,,,,,
257,-0.09,0.01966957,0.076884336,0.510920719,0.290051167,,,,,
258,-0.103,0.695300662,0.343380427,0.463675662,0.645747185,,,,,
259,-1.142,0.613595939,0.651976771,0.447510067,0.680708917,,,,,
260,-0.238,0.162971369,0.483496774,0.554956444,0.607662696,,,,,
261,-0.175,-0.09222556,-0.028018505,0.248986721,-0.29895907,,,,,
262,-2.111,-0.592400467,0.457093842,0.535608117,0.668147536,,,,,
263,-2.066,-0.298038355,0.417864187,0.675519084,0.655726084,,,,,
264,-1.271,0.601696169,0.566892892,0.705814244,0.239391139,,,,,
265,-0.049,0.424299598,0.733243897,0.403590772,0.468868217,,,,,
266,-2.09,0.365516374,0.38966238,0.332847492,0.411505603,,,,,
267,-1.035,0.286867967,0.681051649,0.379562671,0.538105099,,,,,
268,-2.066,0.702902917,0.588293037,0.402804299,0.334298684,,,,,
269,-0.008,0.663491379,-0.016038493,0.450516494,0.465892288,,,,,
270,-0.018,0.602918201,0.660164461,0.301486868,0.730811147,,,,,
271,0.016,0.077142826,0.500050797,0.488428143,0.755161905,,,,,
272,-0.044,-0.000555367,0.633127177,0.586969731,0.482252375,,,,,
273,-2.076,0.606431299,0.477241274,0.491552597,0.480328536,,,,,
274,-0.034,0.665966709,0.380295031,0.523807519,0.505964979,,,,,
275,-0.189,0.67826222,-0.202668205,0.382661158,0.246358375,,,,,
276,-1.191,0.591554466,0.386186477,0.70001003,0.717308139,,,,,
277,-2.027,0.063491742,0.745543154,0.625429698,0.334071388,,,,,
278,-0.038,0.463537528,0.467839904,0.42581309,0.714194618,,,,,
279,-3.131,0.319316121,0.239954456,0.159648639,0.720579021,,,,,
280,-0.169,0.582248591,0.472836355,0.291854463,0.423121458,,,,,
281,-0.003,0.573120715,0.334951613,0.10263618,0.455008854,,,,,
282,-3.43E-16,0.704449288,0.721160626,0.63412497,0.671779741,,,,,
283,-0.981,-0.008343964,0.455747511,0.59297114,0.739771498,,,,,
284,-0.103,0.551960306,0.727495586,0.70754171,0.731037112,,,,,
285,-1.133,-0.0726849,0.261307713,0.560780337,0.4616543,,,,,
286,0.007,0.65727984,0.737961875,0.702689492,0.690378518,,,,,
287,-0.989,0.232254095,0.237420381,0.094930882,0.482861571,,,,,
288,-0.306,0.47826431,0.264304478,0.386251582,0.462155925,,,,,
289,-0.055,0.555111334,0.443165792,0.611326085,0.33897882,,,,,
290,-0.125,0.27601361,0.671635008,-0.09890408,0.500169375,,,,,
291,0.009,0.180253583,0.492683126,0.592752677,0.723127989,,,,,
292,-0.097,0.028061488,0.265671027,0.134300786,0.509521607,,,,,
293,-0.036,0.427229347,0.183244514,0.294936795,0.447700981,,,,,
294,-0.43,0.638317943,0.235665817,-0.946295585,0.435757115,,,,,
295,-2.065,0.550842316,0.426072421,0.379564485,0.737935534,,,,,
296,-2.071,0.663125758,0.642450717,0.674138373,0.707943731,,,,,
297,-0.038,0.34166046,0.579698174,0.587206118,0.253981237,,,,,
298,-1.053,0.666854943,0.637980306,0.575140045,0.69172475,,,,,
299,-0.974,0.668333092,0.127709371,0.414738606,0.341815494,,,,,
300,-1.087,0.483103007,0.389158057,0.108798736,-0.002509902,,,,,
301,-0.072,0.327075938,0.739061244,0.445932127,0.603716822,,,,,
302,-0.133,-0.045165805,0.58943302,0.578210255,0.434958478,,,,,
303,-0.998,0.682074519,0.583616696,0.701699497,0.721840722,,,,,
304,-0.999,-0.105739416,0.305669842,0.605161526,0.720720894,,,,,
305,-1.036,0.56785887,0.704723327,0.602244645,0.448032655,,,,,
306,-1.046,-0.251657394,0.687823589,0.712503895,0.744871497,,,,,
307,-1.146,0.219056613,0.500506137,-0.06012067,0.690340656,,,,,
308,-0.001,0.291339964,0.730549365,0.36732845,0.67937678,,,,,
309,0.021,0.555763598,0.529618016,0.439961218,0.75119667,,,,,
310,-0.014,0.732660056,0.072949698,0.372119122,0.271566128,,,,,
311,-0.054,0.093062997,0.626635085,0.681034054,0.676135793,,,,,
312,-1.036,0.279069128,0.061070763,0.369882981,0.714055939,,,,,
313,-1.007,0.693779405,0.721983791,0.672242593,0.683310767,,,,,
314,-1.01,0.531959341,0.42724554,0.702252424,0.70744352,,,,,
315,-0.045,0.56114,0.729912876,0.407657928,0.716697672,,,,,
316,0.003,0.276045278,0.143115457,0.704039975,0.664405543,,,,,
317,-0.151,0.380675387,0.511781533,0.394809574,0.590674504,,,,,
318,-0.063,0.643731266,0.194949392,0.493319127,0.399071619,,,,,
319,-0.134,0.687487185,0.13460145,0.145592881,0.447495507,,,,,
320,-0.12,0.463515078,0.457865231,0.070123148,0.662342112,,,,,
321,-0.037,0.322003979,0.489717671,0.489829048,0.423905578,,,,,
322,-1.058,0.280052289,0.217155388,0.596730323,0.709150742,,,,,
323,-1.064,0.420834112,0.716066092,0.435712778,0.708357278,,,,,
324,-0.018,0.665929401,0.733089881,0.674073272,0.701758363,,,,,
325,-0.05,0.687112689,0.652358469,0.633205362,0.703624302,,,,,
326,-1.003,0.46706634,0.727717667,0.490265452,0.05600656,,,,,
327,-1.117,0.66299086,0.730763395,0.682685493,0.740056231,,,,,
328,0.011,0.386936378,0.722840526,0.703663733,0.394194561,,,,,
329,-0.969,0.683180811,0.455774229,0.669769544,0.468109853,,,,,
330,0.037,-0.315659438,0.553681864,0.387353353,0.653103516,,,,,
331,-0.125,0.474990027,0.057386205,0.263982234,0.742897343,,,,,
332,-0.099,0.137632485,0.700736268,0.595564828,0.731599038,,,,,
333,-1.275,0.47318423,0.600593849,0.65456177,0.740350567,,,,,
334,-1.314,0.423591057,0.550680162,0.594271556,0.714354843,,,,,
335,-0.036,0.337453825,0.692646728,0.51368553,0.751102015,,,,,
336,-0.036,0.397101474,0.687160929,0.41682655,0.752190397,,,,,
337,-0.436,0.549017772,0.7053528,0.593346192,0.585428125,,,,,
338,-0.01,0.605832468,0.710682237,0.452495536,0.528378609,,,,,
339,-0.062,0.507765428,0.728445119,0.494781972,0.728995131,,,,,
340,-0.261,0.657059569,0.473458049,0.516796562,0.720920651,,,,,
341,-0.05,0.711405373,0.767672195,0.358452278,0.748248644,,,,,
342,-0.113,0.214139116,0.65863438,0.443315765,0.726354611,,,,,
343,0.006,0.49275652,0.734495789,0.338758257,0.414835504,,,,,
344,-0.063,0.64266075,0.608174255,0.711695624,0.729212741,,,,,
345,-1.03,0.445045547,0.535220083,0.394805346,0.71663188,,,,,
346,-0.019,0.643573572,0.509348194,0.705957829,0.745570447,,,,,
347,-0.016,0.304466528,0.685366351,0.547471273,0.575704054,,,,,
348,-0.355,0.368907351,0.469974413,0.664377956,0.144691577,,,,,
349,-0.158,0.436085128,0.667440721,-0.103298434,0.496472661,,,,,
350,-0.107,0.181322477,0.221442407,0.734141684,0.752442859,,,,,
351,-0.057,0.284757755,0.486097716,0.731514001,0.731989307,,,,,
352,-0.159,0.514852377,0.572360097,0.399452647,0.603633294,,,,,
353,-1.03,0.729059739,0.383392031,0.717478721,0.64072924,,,,,
354,-1.029,0.683634004,0.533458727,0.660998689,0.721648145,,,,,
355,-0.127,0.349133172,0.552982404,-0.229767192,0.740957428,,,,,
356,-0.083,0.608598004,0.726963677,0.186458278,0.719691319,,,,,
357,0.03,0.471976314,0.552382999,0.196094524,0.538771742,,,,,
358,-1.057,0.641249142,0.698196258,0.70592211,0.669801451,,,,,
359,-0.113,0.304978026,0.504181267,0.231742864,0.477482387,,,,,
360,-0.053,-0.164033494,0.229358035,0.702919688,0.704936814,,,,,
361,-0.011,0.457301124,0.50735358,0.694944514,0.294566889,,,,,
362,-0.021,0.326114565,0.553734723,0.670702045,0.723975991,,,,,
363,-0.06,0.158823517,0.476899259,0.152448955,0.502177256,,,,,
364,-0.076,-0.249632601,0.459244108,0.646879617,0.564452991,,,,,
365,-1.122,-0.105705385,0.492678035,0.396732599,0.667255857,,,,,
366,-0.929,0.630227048,0.548928404,0.682681668,0.700891286,,,,,
367,-1.012,-0.050498363,0.632280136,0.72750471,0.445876644,,,,,
368,0.005,-0.751817072,0.726735181,0.697014404,0.745899194,,,,,
369,0.021,0.050069723,0.432982477,0.326201581,0.510739794,,,,,
370,-4.036,0.203601851,0.434680766,0.078521645,0.716302155,,,,,
371,-3.39E-16,0.338430405,0.711671875,-0.017431726,0.548080388,,,,,
372,-0.969,-0.373376203,0.660758938,0.621384057,0.106409171,,,,,
373,-1.052,0.665622697,0.740219812,0.606258944,0.698526037,,,,,
374,-0.098,0.631580366,0.681122092,0.522959242,0.184321649,,,,,
375,-2.128,-0.039239829,0.498209374,0.389078344,0.739179061,,,,,
376,-0.06,-0.473573081,0.690989763,0.744330263,0.739953178,,,,,
377,-0.116,0.613411568,0.49201005,0.733734385,0.668897647,,,,,
378,-0.992,0.67729783,0.724053558,0.639418474,0.32409598,,,,,
379,-1.064,0.30970014,0.740042863,0.730185357,0.740012594,,,,,
380,-3.41E-16,0.091078187,0.374145825,0.493777492,0.736464838,,,,,
381,0.028,0.226086946,0.472722699,0.550635922,0.718209402,,,,,
382,-0.978,0.507878092,0.718662326,0.748671804,0.465647658,,,,,
383,0.016,-0.144158934,0.152234596,0.584161048,0.530221137,,,,,
384,-0.066,0.516214682,0.69114954,0.702414574,0.742905213,,,,,
385,-2.047,0.296181095,0.549625487,0.48583845,0.50717545,,,,,
386,-2.067,0.575110997,0.280337755,0.736288872,0.643811697,,,,,
387,-1.067,0.36281816,0.728652497,0.393658739,0.743629242,,,,,
388,-0.095,0.42088521,0.397856651,0.502051341,0.475722166,,,,,
389,-0.098,0.207552507,0.745865653,0.457984901,0.326250034,,,,,
390,-1.051,0.687745587,0.729808758,0.684057851,0.432645707,,,,,
391,-0.116,0.46001396,0.686596851,0.546747158,0.737175428,,,,,
392,-0.966,0.522929095,0.43749219,0.326677722,0.673334706,,,,,
393,-2.036,0.650493442,0.711104828,0.716229637,0.229533353,,,,,
394,-0.333,0.471843902,0.742178512,0.678084561,0.741614804,,,,,
395,-0.009,0.696842512,0.710825015,0.465765205,0.749025422,,,,,
396,-3.18E-16,0.145390479,0.739040963,0.700322596,0.47062597,,,,,
397,-0.07,0.018603422,0.255841115,0.737297598,0.736248949,,,,,
398,0.05,0.034569949,0.603267133,0.704612356,0.752223148,,,,,
399,-0.081,0.407277163,0.742388787,0.726511647,0.735811914,,,,,
400,-0.049,0.62137968,-0.272941965,0.251260379,0.729769506,,,,,
401,-0.011,-0.011425115,0.61562209,0.71697909,0.513640907,,,,,
402,-1.005,0.691101597,0.58003001,0.699450468,0.521860419,,,,,
403,-0.991,0.578191591,0.114270103,0.713383663,0.487584955,,,,,
404,-0.075,0.642037792,0.735883155,0.696660968,0.734170375,,,,,
405,-0.006,0.699824466,0.74619757,0.733513089,0.720119872,,,,,
406,-0.028,0.572937905,0.6628378,0.751854926,0.591899447,,,,,
407,-0.077,0.662736397,0.64099103,0.708272572,0.739165398,,,,,
408,-0.022,0.540134533,0.547257221,0.658213731,-0.059914691,,,,,
409,-0.021,0.490033265,0.224795271,0.451958646,0.53865361,,,,,
410,-0.062,0.718047004,0.313326111,0.756124818,0.439703661,,,,,
411,-0.011,0.54406259,0.698127634,0.306763914,0.744574273,,,,,
412,-2.004,0.357901103,0.544233514,0.664143803,0.490876156,,,,,
413,-0.063,0.300716926,0.465590042,0.705710558,0.357623472,,,,,
414,-0.038,0.70028324,0.7297832,0.742015033,0.63240744,,,,,
415,-0.006,0.526842103,0.493625113,0.424451011,0.729157934,,,,,
416,-0.924,0.647964492,0.480957157,0.746612577,0.703254363,,,,,
417,-0.208,0.432908659,0.561738348,0.696405669,0.020373838,,,,,
418,-0.046,0.023126957,0.711038675,0.732662999,0.718615435,,,,,
419,-0.035,0.495625322,0.741731624,0.610055404,0.702958908,,,,,
420,-0.063,0.483124455,0.701075449,0.711403766,0.741718754,,,,,
421,0.008,0.599204288,0.738810817,0.454619408,0.590162706,,,,,
422,0.038,0.52887414,0.735217034,0.562716396,0.728323885,,,,,
423,-0.084,0.663460147,0.745373023,0.699229133,0.697533432,,,,,
424,-0.291,0.679156899,0.450085197,0.458749653,0.716467259,,,,,
425,0.011,0.265720858,0.708824473,0.747744553,0.504262596,,,,,
426,-0.057,0.683466133,0.501597586,0.523115819,0.746957651,,,,,
427,0.03,0.136085218,0.74847405,0.707657328,0.750324667,,,,,
428,-1.005,0.632427652,0.741041491,0.698905655,0.740402966,,,,,
429,-0.033,0.598279646,0.625270008,0.735347469,0.733805773,,,,,
430,-0.037,0.630112991,0.675858973,0.728157674,0.733441089,,,,,
431,-1,0.313134299,0.672145095,0.532865351,0.756117141,,,,,
432,-0.044,0.456807129,0.752319655,0.74264859,0.73784894,,,,,
433,-0.136,0.708466414,0.755140643,0.710861328,0.705571441,,,,,
434,-0.081,0.495645496,0.720413381,-0.174862322,0.260163143,,,,,
435,-0.078,0.640691122,0.680499089,0.589080418,0.448531974,,,,,
436,0.033,0.282175676,0.590530615,0.504963483,0.73397636,,,,,
437,-0.039,0.290412231,0.734659406,0.741580513,0.382014494,,,,,
438,-0.092,0.192180652,0.689130558,0.487148444,0.645315057,,,,,
439,-0.468,0.47887094,0.500377293,0.55190585,0.745346289,,,,,
440,0.038,0.137735695,0.486498963,0.553791327,0.75205724,,,,,
441,-1.033,0.708956189,0.66906417,0.296365898,0.71942863,,,,,
442,-0.058,0.353888426,0.736841271,0.600495243,0.47724087,,,,,
443,-0.031,0.469479186,0.737054357,0.658140961,0.757549457,,,,,
444,-0.148,0.577618002,0.713455098,0.714945695,0.736385173,,,,,
445,0.003,0.657577358,0.703410495,0.271982665,0.713462811,,,,,
446,-0.097,0.716635691,0.429167185,0.388748919,0.733092543,,,,,
447,-0.97,0.717600587,0.552140759,0.707544653,0.716700824,,,,,
448,-2.997,0.718348871,0.737477148,0.735508118,0.485239647,,,,,
449,0.05,0.048826179,0.712835772,0.51821676,0.655898426,,,,,
450,-0.068,0.621411882,0.666862725,0.39315826,0.493137185,,,,,
451,-0.235,0.218967576,0.297810148,0.697563871,0.475508429,,,,,
452,0.016,0.51728261,0.492258508,0.518731224,0.592714744,,,,,
453,0.015,0.456020871,0.494323873,0.391058124,0.697532177,,,,,
454,-0.1,0.511024792,0.737246572,0.677927164,0.76576761,,,,,
455,0.009,0.441805541,0.708256894,0.23675782,0.75845217,,,,,
456,0.016,0.687030347,0.741364403,0.464303993,0.723851512,,,,,
457,-0.02,0.608947757,0.620791807,0.728922563,0.621230908,,,,,
458,0.029,0.665642626,0.747617273,0.55124658,0.721053359,,,,,
459,0.02,0.412102093,0.545898794,0.271425056,0.751655506,,,,,
460,0.025,0.358686355,0.489776237,0.660450908,0.73784563,,,,,
461,-0.954,0.544985659,0.733905407,0.70876398,0.584254306,,,,,
462,-0.058,-0.364729319,0.730853112,0.519150475,0.743435379,,,,,
463,0.008,0.170395136,0.506235439,0.750348217,0.738782091,,,,,
464,0.004,0.600246135,0.737494387,0.612686627,0.738123133,,,,,
465,-0.076,0.450677333,0.720273536,0.703627353,0.529850111,,,,,
466,-0.064,0.651433444,0.531455453,0.705286068,0.247079406,,,,,
467,-0.072,0.567219732,0.714234586,0.564096022,0.578356787,,,,,
468,-0.066,0.489251854,0.332894127,0.24937297,0.75944197,,,,,
469,-0.07,0.580621125,0.7497715,0.733587415,0.716157327,,,,,
470,0.045,0.51579129,0.661030401,0.520738497,0.137006113,,,,,
471,0.026,0.708668163,0.717929358,0.441741793,0.442304378,,,,,
472,-1.034,0.437412213,0.683197893,0.666550777,0.357009713,,,,,
473,0.021,0.681610552,0.619600742,0.573695661,0.664812613,,,,,
474,0.012,0.652762273,0.451149277,0.514536455,0.603693022,,,,,
475,-0.96,0.675836974,0.533809214,0.710145897,0.475160537,,,,,
476,0.004,0.368139282,0.506825847,0.553474951,0.754315086,,,,,
477,0.018,0.40655748,0.754763133,0.73304046,0.704049423,,,,,
478,-0.074,0.680585719,0.756623555,0.661327561,0.708981192,,,,,
479,-1.117,0.718795617,0.707931285,0.724031453,0.430202522,,,,,
480,0.008,0.670414994,0.715458924,0.697387782,0.722492995,,,,,
481,-0.085,0.661535617,0.689027473,0.701537127,0.748640002,,,,,
482,-0.038,0.272858854,0.443977506,0.729452975,0.747023583,,,,,
483,-0.02,0.650086774,0.457731446,0.631038322,0.390499886,,,,,
484,0.01,0.694284767,0.740837013,0.62712595,0.731998073,,,,,
485,-0.285,0.716615215,0.559435474,0.719447061,0.728125984,,,,,
486,-0.062,0.688326933,0.584654405,0.715571891,0.736796501,,,,,
487,-0.042,0.702574119,0.557063687,0.727240396,0.720570251,,,,,
488,-0.056,0.528366266,0.71526676,0.744424394,0.505390366,,,,,
489,-0.049,0.695671017,0.491973735,0.709141927,0.726177311,,,,,
490,-0.046,0.706279384,0.728526947,0.524044772,0.738920256,,,,,
491,-0.066,0.707604062,0.756547858,0.699389526,0.728961148,,,,,
492,-2.05,0.639648567,0.510827707,0.72704301,0.634514801,,,,,
493,-0.021,0.633384698,0.705778912,0.671548596,0.750745762,,,,,
494,-0.142,0.647795328,0.687938479,0.661023057,0.642803055,,,,,
495,-0.102,0.677769505,0.543447012,0.568546784,0.616676496,,,,,
496,-0.061,0.63883698,0.665905548,0.688778099,0.636384753,,,,,
497,-1.059,0.60460746,0.680409901,0.650806597,0.383799916,,,,,
498,0.023,0.730984806,0.479634554,0.707488234,0.722342572,,,,,
499,-0.029,0.579048185,0.722872631,0.657951113,0.742379523,,,,,
500,-0.026,0.641840883,0.574324575,0.730813759,0.736481209,,,,,
501,0.033,0.712331909,0.729261127,0.706867678,0.76791722,,,,,
502,-0.04,0.657283731,0.451494084,0.747852194,0.475418971,,,,,
503,-2.993,0.711689237,0.725611126,0.138006985,0.752589923,,,,,
504,0.049,0.627226873,0.727732596,0.727646588,0.75932047,,,,,
505,-0.149,0.669324634,0.711078884,0.656275809,0.63061048,,,,,
506,-0.398,0.669041782,0.500182484,0.474031334,0.737104711,,,,,
507,0.007,0.678456704,0.718778813,0.550631507,0.732724937,,,,,
508,-0.935,0.333418772,0.57593452,0.574475159,0.497768305,,,,,
509,-0.961,0.690366171,0.518102415,0.719803108,0.759764858,,,,,
510,-0.006,0.637288301,0.725325532,0.650885315,0.755255043,,,,,
511,-0.046,0.45539046,0.530836804,0.500010757,0.464786808,,,,,
512,-0.002,0.686544099,0.752962257,0.689693562,0.760947728,,,,,
513,-0.037,0.626992858,0.504954203,0.554433289,0.508168576,,,,,
514,-0.011,0.649372428,0.744959545,0.769323462,0.753534063,,,,,
515,-0.012,0.499479313,0.746573699,0.45682444,0.758030738,,,,,
516,-0.053,0.419088165,0.744254282,0.730596202,0.760173933,,,,,
517,-0.032,0.742443854,0.743091661,0.469126778,0.724088182,,,,,
518,-1.044,0.436319551,0.737796724,0.733311673,0.49097049,,,,,
519,-0.053,0.493184199,0.751466446,0.650606106,0.750147072,,,,,
520,-0.004,0.272718572,0.725631023,0.734114886,0.606165325,,,,,
521,-0.023,0.128896728,0.69052998,0.53049244,0.294315742,,,,,
522,-0.027,0.66299871,0.725486422,0.471311923,0.681830117,,,,,
523,-0.05,0.678142314,0.528630317,0.307313315,0.72709415,,,,,
524,0.026,0.17200823,0.703315474,0.55780458,0.742778963,,,,,
525,-0.108,0.682339252,0.602536996,0.641915368,0.74221424,,,,,
526,0.03,0.650584873,0.726535828,0.510892108,0.743328215,,,,,
527,-0.101,0.542455916,0.736547101,0.731778599,0.728450733,,,,,
528,-0.043,0.624983266,0.513787603,0.710400148,0.759332323,,,,,
529,-0.031,0.45095622,0.276857372,0.5003747,0.599799872,,,,,
530,0.007,0.680525009,0.498173925,0.479012551,0.768107331,,,,,
531,0.03,0.712899517,0.662778281,0.740795365,0.748055268,,,,,
532,-1.092,0.733016804,0.591167598,0.73572642,0.734479658,,,,,
533,-0.048,0.470612764,0.743328381,0.723696119,0.530177788,,,,,
534,-0.083,0.348387928,0.700098923,0.736068015,0.690828146,,,,,
535,-1.06,0.71767901,0.766805304,0.710193301,0.754568376,,,,,
536,-0.023,0.451052146,0.72017529,0.695626691,0.539474943,,,,,
537,-0.024,0.580420875,0.7413603,0.709573622,0.607660533,,,,,
538,0.001,0.73059834,0.524361548,0.684792418,0.327420036,,,,,
539,-0.024,0.689144203,0.72200478,0.585411682,0.287026723,,,,,
540,-0.031,0.702741478,0.691299729,0.375734672,0.458580627,,,,,
541,-0.124,0.309472204,0.573232069,0.719487708,0.203274725,,,,,
542,-1.019,0.101238851,0.689193578,0.160437592,0.536766865,,,,,
543,0.028,0.249276666,0.483919029,0.322676131,0.715649875,,,,,
544,0.041,0.402927885,0.531197616,0.748761979,0.467041488,,,,,
545,-0.037,0.62985692,0.530223305,0.759424319,0.182863145,,,,,
546,-0.029,0.691031709,0.755459684,0.463648599,0.028131331,,,,,
547,-0.013,0.203384048,0.723758757,0.213088686,0.537476185,,,,,
548,0.023,0.566922898,0.725771799,0.250293026,0.478746622,,,,,
549,-0.027,0.499369379,0.586050195,0.545004419,0.28171616,,,,,
550,-2.01,0.661779607,0.622357749,0.729462311,0.520524145,,,,,
551,-1.151,0.702420534,0.740776682,0.317204372,0.766352485,,,,,
552,0.054,0.474910779,0.734696369,0.598953088,0.736019791,,,,,
553,-0.798,0.518579592,0.742956499,0.602320802,0.752037948,,,,,
554,0.017,0.348143327,0.741680872,0.74896404,0.727295358,,,,,
555,0.004,0.692013021,0.47788672,0.665792056,0.731249507,,,,,
556,0.045,0.519286227,0.481924214,0.700680798,0.744930063,,,,,
557,-0.142,0.425102863,0.378828066,0.723897788,0.769665322,,,,,
558,0.002,0.469804523,0.501843225,0.693990718,0.737252119,,,,,
559,0.061,0.666903654,0.144244647,0.689445406,0.52973157,,,,,
560,-0.043,0.726203819,0.61662204,0.469209086,0.7427843,,,,,
561,-0.018,0.690741511,0.739339556,0.40970269,0.740677913,,,,,
562,-0.073,0.459420009,0.661368124,0.731985227,0.471448532,,,,,
563,0.002,0.438785368,0.751543204,0.715245267,0.732125263,,,,,
564,-0.039,0.46030589,0.668731038,0.531121323,0.71483621,,,,,
565,-0.128,0.602443041,0.733420266,0.720868627,0.463708559,,,,,
566,-0.007,0.477808967,0.391092115,0.514830169,0.73937115,,,,,
567,-0.075,0.690221684,0.441955117,0.414988477,0.747256643,,,,,
568,-1.934,0.707309498,0.618713052,0.708821819,0.733398538,,,,,
569,0.024,0.70401622,0.682668644,0.440330581,0.717943284,,,,,
570,-1.107,0.491474625,0.666141492,0.473611108,0.744670054,,,,,
571,-0.072,0.663066263,0.714319523,0.457807113,0.227401453,,,,,
572,-0.008,0.601766305,0.738444854,0.515753069,0.716937431,,,,,
573,-0.029,0.592071726,0.743618123,0.678526336,0.756212514,,,,,
574,-0.093,0.488192457,0.704217186,0.602877724,0.23506323,,,,,
575,-1.069,0.478452304,0.757828508,0.705559885,0.745719796,,,,,
576,-0.012,0.727551033,0.506852561,0.750584177,0.279364131,,,,,
577,-1.162,0.686110051,0.731749648,0.45551795,0.510213978,,,,,
578,-0.972,0.725099238,0.546274781,0.707656353,0.533158179,,,,,
579,-0.047,0.30167247,0.685608531,0.724944532,0.725045401,,,,,
580,-0.098,0.443482533,0.722963825,0.710203405,0.758294938,,,,,
581,-0.08,0.503595991,0.717890429,0.71374751,0.7439637,,,,,
582,0.015,0.475316932,0.729987412,0.711396815,-0.138763301,,,,,
583,-0.117,0.674021338,0.742585888,0.635977267,0.220880209,,,,,
584,-0.052,0.730645083,0.752976404,0.742958067,0.765469942,,,,,
585,-0.085,0.421077448,0.674600814,0.727324738,0.750264263,,,,,
586,-0.124,0.667846586,0.738673063,0.478785338,0.742343565,,,,,
587,0.039,0.488808475,0.750042857,0.562493144,0.738429962,,,,,
588,-0.04,0.4325378,0.481334278,0.728771604,0.517902476,,,,,
589,0.006,0.487471197,0.317411539,0.733552452,0.509956089,,,,,
